MNC5687700	[PF00569.7;ZZ]
MNC5688771	[PF01991.6;vATP-synt_E]
MNC5695079	[PF00304.8;Gamma-thionin]
MNC5695085	[PF00609.8;DAGK_acc]
MNC5693925	[PF01717.6;Methionine_synt]
MNC5692144	[PF00118.12;Cpn60_TCP1]
MNC5697965	[PF00083.11;Sugar_tr]
MNC5691241	[PF00403.13;HMA]
MNC5691244	[PF01360.9;Monooxygenase]
MNC5696977	[PF01946.6;Thi4]
MNC5696978	[PF00490.9;ALAD]
MNC5696507	[PF00582.13;Usp]
MNC5697964	[PF05602.2;CLPTM1]
MNC5696969	[PF01459.7;Porin_3]
MNC5696970	[PF01199.7;Ribosomal_L34e]
MNC5696499	[PF00826.7;Ribosomal_L10e]
MNC5696500	[PF02466.7;Tim17]
MNC5696974	[PF00155.8;Aminotran_1_2]
MNC5696975	[PF00071.11;Ras]
MNC5696976	[PF00573.9;Ribosomal_L4]
MNC5695598	[PF02153.6;PDH]
MNC5695596	[PF00709.9;Adenylsucc_synt]
MNC5695595	[PF03129.7;HGTP_anticodon]
MNC5695704	[PF01775.6;Ribosomal_L18ae]
MNC5695702	[PF03443.4;Glyco_hydro_61]
MNC5695701	[PF00326.8;Peptidase_S9]
MNC5695700	[PF03006.7;HlyIII]
MNC5695699	[PF06830.1;Root_cap]
MNC5694046	[PF00504.11;Chloroa_b-bind]
MNC5694047	[PF05529.1;Bap31]
MNC5690648	[PF07731.1;Cu-oxidase_2]
MNC5690218	[PF03330.6;DPBB_1]
MNC5690210	[PF00400.17;WD40]
MNC5690643	[PF01926.8;MMR_HSR1]
MNC5690213	[PF00076.9;RRM_1]
MNC5692952	[PF00083.11;Sugar_tr]
MNC5692950	[PF03016.4;Exostosin]
MNC5692955	[PF02358.6;Trehalose_PPase]
MNC5695300	[PF02140.7;Gal_Lectin]
MNC5694777	[PF00171.9;Aldedh]
MNC5694778	[PF02701.4;zf-Dof]
MNC5695299	[PF00891.7;Methyltransf_2]
MNC5694769	[PF00719.8;Pyrophosphatase]
MNC5694771	[PF01182.10;Glucosamine_iso]
MNC5694300	[PF00403.13;HMA]
MNC5694305	[PF02887.4;PK_C]
MNC5694303	[PF00069.12;Pkinase]
MNC5694304	[PF00067.10;p450]
MNC5690464	[PF00314.7;Thaumatin]
MNC5690461	[PF00485.7;PRK]
MNC5690082	[PF01222.7;ERG4_ERG24]
MNC5691011	[PF00504.11;Chloroa_b-bind]
MNC5691015	[PF03763.3;Remorin_C]
MNC5691014	[PF01915.11;Glyco_hydro_3_C]
MNC5691018	[PF03005.5;DUF231]
MNC5693165	[PF05498.1;RALF]
MNC5689621	[PF01019.9;G_glu_transpept]
MNC5691867	[PF07731.1;Cu-oxidase_2]
MNC5689626	[PF00155.8;Aminotran_1_2]
MNC5693161	[PF04258.3;Peptidase_A22B]
MNC5693162	[PF02953.5;zf-Tim10_DDP]
MNC5693160	[PF00561.8;Abhydrolase_1]
MNC5692685	[PF05212.2;DUF707]
MNC5693508	[PF00725.11;3HCDH]
MNC5692684	[PF03094.5;Mlo]
MNC5693505	[PF00069.12;Pkinase]
MNC5693504	[PF01747.7;ATP-sulfurylase]
MNC5693501	[PF01248.11;Ribosomal_L7Ae]
MNC5689730	[PF01360.9;Monooxygenase]
MNC5689734	[PF02458.5;Transferase]
MNC5689737	[PF02797.5;Chal_sti_synt_C]
MNC5692614	[PF00230.8;MIP]
MNC5692609	[PF04749.5;PLAC8]
MNC5692612	[PF00240.11;ubiquitin]
MNC5692617	[PF00854.10;PTR2]
MNC5697539	[PF00230.8;MIP]
MNC5693169	[PF00102.14;Y_phosphatase]
MNC5693171	[PF00579.12;tRNA-synt_1b]
MNC5697543	[PF00091.14;Tubulin]
MNC5697544	[PF00504.11;Chloroa_b-bind]
MNC5697545	[PF00656.10;Peptidase_C14]
MNC5693175	[PF01849.6;NAC]
MNC5693178	[PF02704.4;GASA]
MNC5689239	[PF00202.9;Aminotran_3]
MNC5689920	[PF02046.5;COX6A]
MNC5695015	[PF01777.7;Ribosomal_L27e]
MNC5695014	[PF05694.1;SBP56]
MNC5695010	[PF00892.8;DUF6]
MNC5692608	[PF06624.1;RAMP4]
MNC5696470	[PF00888.10;Cullin]
MNC5696472	[PF01596.7;Methyltransf_3]
MNC5698097	[PF00743.7;FMO-like]
MNC5696474	[PF00628.15;PHD]
MNC5698095	[PF01360.9;Monooxygenase]
MNC5698092	[PF01852.8;START]
MNC5698091	[PF00591.9;Glycos_transf_3]
MNC5696588	[PF00679.11;EFG_C]
MNC5696579	[PF03138.4;DUF246]
MNC5696582	[PF00294.11;PfkB]
MNC5696583	[PF00957.8;Synaptobrevin]
MNC5696586	[PF05863.1;DUF850]
MNC5696585	[PF00295.7;Glyco_hydro_28]
MNC5693738	[PF04525.2;DUF567]
MNC5693737	[PF00232.8;Glyco_hydro_1]
MNC5693734	[PF00305.7;Lipoxygenase]
MNC5693733	[PF00549.9;Ligase_CoA]
MNC5693730	[PF00067.10;p450]
MNC5687317	[PF01918.8;Alba]
MNC5687311	[PF00190.10;Cupin_1]
MNC5695767	[PF00808.11;CBFD_NFYB_HMF]
MNC5695768	[PF05577.1;Peptidase_S28]
MNC5695983	[PF04756.3;OST3_OST6]
MNC5695232	[PF00025.10;Arf]
MNC5695979	[PF00179.14;UQ_con]
MNC5695236	[PF01293.8;PEPCK_ATP]
MNC5691436	[PF03767.4;Acid_phosphat_B]
MNC5691433	[PF03822.3;NAF]
MNC5691430	[PF05739.6;SNARE]
MNC5691438	[PF00687.10;Ribosomal_L1]
MNC5693388	[PF00258.11;Flavodoxin_1]
MNC5693385	[PF01565.11;FAD_binding_4]
MNC5693386	[PF00164.12;Ribosomal_S12]
MNC5693384	[PF01073.7;3Beta_HSD]
MNC5693381	[PF00234.9;Tryp_alpha_amyl]
MNC5693379	[PF00043.12;GST_C]
MNC5693380	[PF00251.8;Glyco_hydro_32]
MNC5689498	[PF00153.13;Mito_carr]
MNC5689493	[PF00275.8;EPSP_synthase]
MNC5689491	[PF00432.9;Prenyltrans]
MNC5689490	[PF04734.2;Ceramidase_alk]
MNC5687766	[PF04144.3;SCAMP]
MNC5694160	[PF00571.15;CBS]
MNC5694159	[PF04893.5;Yip1]
MNC5694161	[PF02704.4;GASA]
MNC5694167	[PF00627.16;UBA]
MNC5687768	[PF00201.8;UDPGT]
MNC5690893	[PF01988.8;DUF125]
MNC5690895	[PF00481.9;PP2C]
MNC5690889	[PF00097.10;zf-C3HC4]
MNC5692147	[PF00227.13;Proteasome]
MNC5692457	[PF03767.4;Acid_phosphat_B]
MNC5692456	[PF00069.12;Pkinase]
MNC5692143	[PF00076.9;RRM_1]
MNC5692454	[PF00501.13;AMP-binding]
MNC5692453	[PF01652.8;IF4E]
MNC5689047	[PF00125.10;Histone]
MNC5698281	[PF00201.8;UDPGT]
MNC5698284	[PF01070.7;FMN_dh]
MNC5698286	[PF00909.8;Ammonium_transp]
MNC5698287	[PF00067.10;p450]
MNC5690112	[PF06984.2;MRP-L47]
MNC5694227	[PF00117.13;GATase]
MNC5690111	[PF00400.17;WD40]
MNC5694902	[PF00149.14;Metallophos]
MNC5690109	[PF03106.5;WRKY]
MNC5688757	[PF01502.6;PRA-CH]
MNC5688758	[PF00831.9;Ribosomal_L29]
MNC5688753	[PF00335.9;Tetraspannin]
MNC5688754	[PF00258.11;Flavodoxin_1]
MNC5688749	[PF02221.5;E1_DerP2_DerF2]
